ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
662,Sometimes,Never,Sometimes,Always,Always,Always,Never,Always,Never,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,True
663,Always,Never,Always,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,False
664,Always,Sometimes,Always,Sometimes,Always,Always,Always,Never,Never,Never,Sometimes,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,True
665,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,False
666,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Always,Always,Never,Sometimes,Always,Always,Always,Always,Always,True
667,Sometimes,Never,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,False
668,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Always,Never,Never,Always,Never,Always,True
669,Never,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Never,Never,Always,Never,Never,Always,Sometimes,Sometimes,Never,False
670,Never,Always,Never,Always,Always,Always,Always,Never,Always,Sometimes,Sometimes,Always,Always,Never,Never,Sometimes,Always,Always,Always,Sometimes,True
671,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Never,Always,Sometimes,Never,Never,Never,Sometimes,Never,Always,Never,Always,Never,Never,False
672,Never,Sometimes,Sometimes,Always,Always,Always,Always,Never,Never,Sometimes,Sometimes,Always,Never,Never,Always,Never,Never,Never,Never,Never,True
673,Always,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Always,Never,Never,Sometimes,Never,Never,Always,False
674,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,True
675,Always,Never,Never,Never,Always,Never,Always,Always,Never,Always,Never,Sometimes,Sometimes,Always,Never,Never,Always,Never,Never,Sometimes,False
676,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Never,Always,Sometimes,True
677,Always,Never,Never,Always,Sometimes,Never,Never,Always,Never,Always,Never,Sometimes,Always,Always,Never,Always,Never,Always,Never,Always,False
678,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Never,Never,Always,Always,Never,True
679,Always,Never,Always,Always,Never,Never,Always,Always,Sometimes,Never,Always,Always,Always,Never,Never,Sometimes,Never,Never,Never,Sometimes,False
680,Never,Always,Never,Sometimes,Always,Always,Sometimes,Never,Always,Never,Always,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,True
681,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Never,Never,Never,Sometimes,Always,Always,Never,Never,Always,Always,False
682,Sometimes,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Never,Sometimes,Always,Never,Always,True
683,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Always,Always,Never,Sometimes,Sometimes,False
684,Always,Never,Sometimes,Never,Always,Always,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Always,Always,Never,Never,Sometimes,Sometimes,True
685,Never,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Always,Always,Never,Sometimes,Never,Always,Always,Always,Always,Always,Never,False
686,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Always,Always,Never,True
687,Never,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Always,Sometimes,Never,Always,Always,Never,False
688,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Always,Always,Never,Never,Never,Sometimes,Sometimes,Always,Always,Always,Always,Always,True
689,Sometimes,Never,Always,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Always,Never,Always,Always,Always,False
690,Never,Never,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Always,Never,Always,Sometimes,Never,Never,Always,Always,Sometimes,True
691,Always,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Always,Always,False
692,Never,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,True
693,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Never,Never,Never,Always,Sometimes,False
694,Never,Always,Sometimes,Sometimes,Always,Always,Always,Never,Always,Always,Sometimes,Always,Always,Always,Never,Never,Never,Always,Always,Always,True
695,Never,Never,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Never,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,False
696,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Always,Always,Never,Always,Sometimes,Always,Always,Sometimes,Never,Never,True
697,Sometimes,Sometimes,Always,Always,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Always,Always,Never,False
698,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Always,Never,Sometimes,Always,Never,Never,Sometimes,Never,True
699,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,False
700,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Always,Never,Always,Always,Always,Never,Always,Never,True
701,Never,Never,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Always,Never,Always,Always,Sometimes,Always,Sometimes,False
702,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Never,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,True
703,Always,Always,Never,Never,Never,Never,Always,Never,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,False
704,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Always,Always,Sometimes,Never,Always,True
705,Always,Always,Always,Never,Always,Never,Always,Never,Always,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,False
706,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,True
707,Never,Never,Always,Never,Always,Always,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Always,Sometimes,False
708,Always,Never,Sometimes,Always,Sometimes,Always,Sometimes,Always,Never,Always,Always,Always,Never,Always,Sometimes,Always,Always,Sometimes,Always,Always,True
709,Always,Sometimes,Never,Sometimes,Always,Never,Never,Always,Never,Always,Sometimes,Always,Never,Sometimes,Never,Always,Always,Never,Always,Never,False
710,Always,Always,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,Never,Never,Never,Always,Always,Sometimes,Always,Never,True
711,Never,Always,Always,Sometimes,Never,Never,Never,Never,Never,Always,Always,Never,Sometimes,Never,Never,Never,Always,Always,Never,Always,False
712,Sometimes,Always,Always,Always,Sometimes,Always,Never,Never,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,True
713,Always,Never,Always,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,False
714,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Never,Never,Always,Always,Never,Never,Sometimes,Always,Never,Always,Always,Always,True
715,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,False
716,Never,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,Never,Always,True
717,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Always,Never,Never,Never,Never,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,False
718,Always,Always,Sometimes,Always,Never,Always,Never,Never,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,True
719,Sometimes,Always,Never,Always,Never,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Always,Never,Always,Never,Always,Never,Sometimes,Sometimes,False
720,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Always,Always,Sometimes,Always,Always,Never,Never,Never,Sometimes,Always,True
721,Sometimes,Never,Always,Never,Always,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,False
722,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Always,Always,Never,True
723,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,False
724,Never,Always,Always,Never,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,True
725,Never,Always,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Never,Always,Always,Always,Never,Never,Always,Never,False
726,Never,Never,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,True
727,Never,Always,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,False
728,Always,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
729,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Always,Never,Sometimes,Never,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,False
730,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,True
731,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Never,False
732,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Always,Always,Never,Never,True
733,Always,Never,Sometimes,Always,Never,Never,Sometimes,Never,Always,Always,Never,Never,Always,Sometimes,Never,Always,Never,Never,Always,Never,False
734,Always,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Always,Sometimes,Never,Never,True
735,Sometimes,Always,Sometimes,Always,Always,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Always,Never,Always,False
736,Always,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,True
737,Always,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Always,Always,Sometimes,Always,Always,False
738,Always,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Always,Always,True
739,Never,Sometimes,Always,Never,Never,Never,Never,Sometimes,Never,Always,Never,Always,Always,Always,Sometimes,Always,Sometimes,Never,Never,Always,False
740,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,True
741,Always,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Never,Never,Always,Always,Sometimes,Always,Always,Always,Sometimes,False
742,Never,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,True
743,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Always,Never,Never,Sometimes,Sometimes,Always,Never,Always,Never,Never,Never,Never,Never,False
744,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,True
745,Never,Always,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,False
746,Always,Always,Never,Always,Never,Sometimes,Never,Never,Never,Always,Sometimes,Always,Never,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,True
747,Never,Never,Always,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,False
748,Always,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
749,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Never,Never,False
750,Sometimes,Always,Sometimes,Always,Always,Always,Always,Never,Always,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Always,Always,Sometimes,True
751,Never,Never,Never,Sometimes,Always,Never,Sometimes,Always,Never,Never,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,False
752,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Sometimes,Never,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,Always,True
753,Never,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Always,Never,False
754,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Always,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,True
755,Sometimes,Never,Always,Never,Always,Never,Always,Never,Always,Always,Never,Never,Always,Sometimes,Sometimes,Always,Never,Always,Never,Never,False
756,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Always,True
757,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,False
758,Always,Always,Always,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Never,Always,Always,Sometimes,Never,Sometimes,Never,Always,True
759,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Always,Always,Always,Never,Never,Never,Sometimes,Always,Always,Always,Always,Always,Always,False
760,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Never,Always,Never,Never,Always,Never,Always,True
761,Sometimes,Always,Sometimes,Always,Always,Never,Never,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,False
762,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,True
763,Sometimes,Always,Never,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,False
764,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,True
765,Always,Always,Sometimes,Sometimes,Always,Never,Always,Always,Never,Always,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,False
766,Always,Never,Never,Never,Sometimes,Sometimes,Always,Never,Never,Never,Never,Always,Sometimes,Always,Never,Never,Sometimes,Never,Never,Always,True
767,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Always,Always,Always,Always,Never,Always,Never,Never,Always,Never,Sometimes,Sometimes,False
768,Sometimes,Never,Never,Always,Always,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,True
769,Always,Always,Always,Always,Always,Sometimes,Always,Always,Never,Always,Never,Never,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,False
770,Sometimes,Sometimes,Never,Always,Always,Always,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Always,Always,Always,Always,Never,Sometimes,Never,True
771,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Always,Never,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Never,Always,Always,False
772,Never,Always,Always,Always,Never,Always,Never,Never,Never,Sometimes,Never,Sometimes,Always,Never,Always,Always,Never,Sometimes,Sometimes,Never,True
773,Never,Never,Never,Sometimes,Never,Sometimes,Always,Always,Always,Sometimes,Never,Never,Always,Always,Always,Never,Sometimes,Never,Sometimes,Never,False
774,Sometimes,Always,Never,Never,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Never,Never,Never,Always,Never,True
775,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,Never,Sometimes,False
776,Always,Sometimes,Never,Always,Always,Always,Never,Always,Never,Never,Never,Sometimes,Never,Always,Never,Always,Always,Never,Never,Never,True
777,Sometimes,Never,Always,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,False
778,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,True
779,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Never,Never,Always,Never,Always,Always,Never,Always,Sometimes,False
780,Never,Always,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Always,Never,Always,Never,Never,True
781,Sometimes,Never,Always,Never,Never,Never,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Never,Always,False
782,Always,Never,Sometimes,Always,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,True
783,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Never,Always,Sometimes,Sometimes,False
784,Never,Always,Always,Never,Never,Always,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Never,Always,Always,Always,Never,Never,Sometimes,True
785,Sometimes,Sometimes,Sometimes,Never,Never,Never,Always,Never,Always,Never,Always,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Always,Sometimes,False
786,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Always,Sometimes,Always,Never,Sometimes,Always,Always,Always,True
787,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Never,Never,Always,Sometimes,Always,Never,Always,Never,Sometimes,Never,Always,Sometimes,False
788,Never,Never,Never,Never,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Always,Never,Always,True
789,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Never,Never,False
790,Always,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,True
791,Never,Never,Always,Never,Never,Always,Never,Always,Always,Always,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,False
792,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,True
793,Sometimes,Never,Always,Never,Always,Sometimes,Never,Always,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,False
794,Always,Never,Never,Always,Never,Always,Never,Never,Never,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Always,Sometimes,True
795,Always,Always,Never,Never,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Never,Always,Never,Always,Always,Sometimes,Always,Never,Sometimes,False
796,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Always,Always,Always,Sometimes,Never,Never,True
797,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Never,Never,Never,Never,Never,Always,Always,Never,Sometimes,Always,Always,False
798,Never,Always,Always,Sometimes,Always,Always,Never,Never,Sometimes,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,True
799,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,Never,Sometimes,Always,Always,False
800,Always,Always,Never,Always,Sometimes,Sometimes,Always,Never,Always,Always,Never,Sometimes,Always,Never,Never,Always,Always,Always,Never,Always,True
801,Sometimes,Always,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,False
802,Sometimes,Always,Always,Sometimes,Always,Always,Never,Sometimes,Always,Never,Always,Always,Always,Never,Always,Always,Sometimes,Always,Always,Always,True
803,Always,Sometimes,Never,Never,Sometimes,Always,Always,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,False
804,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Never,Sometimes,Sometimes,Always,Never,Never,Never,Never,Never,True
805,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Never,Sometimes,Never,Always,Never,Never,Sometimes,Always,Always,Always,Always,Always,Always,False
806,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Never,Always,Never,Always,Never,Always,Sometimes,Always,Sometimes,True
807,Never,Always,Always,Always,Always,Never,Sometimes,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,False
808,Always,Always,Always,Always,Sometimes,Always,Never,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,True
809,Never,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Always,Never,Sometimes,Never,Always,Never,False
810,Always,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,True
811,Never,Never,Always,Never,Sometimes,Always,Never,Always,Never,Never,Always,Always,Never,Sometimes,Never,Sometimes,Never,Always,Always,Never,False
812,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,True
813,Always,Always,Never,Never,Sometimes,Always,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,False
814,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Always,Always,Never,True
815,Always,Sometimes,Never,Always,Sometimes,Never,Never,Always,Never,Always,Never,Sometimes,Never,Never,Always,Always,Never,Sometimes,Always,Sometimes,False
816,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,Always,Sometimes,Never,Never,Always,Never,Never,Sometimes,Never,Never,Never,Always,Always,True
817,Sometimes,Never,Always,Never,Never,Always,Never,Always,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,False
818,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Always,Always,Always,Always,Never,True
819,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Always,Always,Always,Always,Never,Never,Always,Always,Never,Never,Never,Sometimes,Never,False
820,Never,Sometimes,Never,Never,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,True
821,Sometimes,Always,Never,Never,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Always,Always,Never,Always,Never,False
822,Never,Sometimes,Never,Always,Never,Always,Never,Sometimes,Never,Always,Sometimes,Never,Always,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,True
823,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,False
824,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Never,Never,Always,True
825,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Never,Never,Always,Never,Always,False
826,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Always,Never,Never,Never,Never,Sometimes,Sometimes,Never,True
