ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
659,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Always,Never,Never,False
660,Sometimes,Always,Always,Always,Always,Always,Never,Never,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,True
661,Always,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,False
662,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,True
663,Never,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Never,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Never,Never,False
664,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Never,True
665,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Never,Always,Never,Always,Always,False
666,Sometimes,Always,Always,Sometimes,Always,Sometimes,Never,Never,Always,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,True
667,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,False
668,Never,Always,Always,Always,Always,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,Never,True
669,Always,Never,Never,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,False
670,Always,Never,Never,Sometimes,Always,Always,Always,Never,Sometimes,Sometimes,Always,Never,Always,Never,Never,Sometimes,Always,Never,Never,Sometimes,True
671,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,False
672,Never,Never,Sometimes,Always,Never,Never,Always,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Always,Never,Never,Always,True
673,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Never,Always,Always,Always,Sometimes,Never,Always,Always,Never,Sometimes,False
674,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,True
675,Never,Never,Never,Sometimes,Sometimes,Always,Always,Never,Always,Never,Never,Never,Sometimes,Never,Always,Always,Never,Sometimes,Never,Never,False
676,Always,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,Never,Never,Never,Always,Always,True
677,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,False
678,Never,Sometimes,Sometimes,Never,Never,Always,Never,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Never,True
679,Always,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Always,Never,Never,Never,Sometimes,Never,Always,Sometimes,Always,Never,Never,False
680,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Always,Never,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,True
681,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Always,Always,Always,Sometimes,Never,Sometimes,Never,Never,Always,Never,Sometimes,False
682,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Sometimes,Always,Never,Never,Always,Never,Always,Always,Always,Sometimes,True
683,Never,Always,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Never,False
684,Always,Never,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Always,Never,Never,True
685,Always,Never,Always,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,False
686,Always,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,Always,Never,Sometimes,Never,Sometimes,Never,Always,True
687,Never,Sometimes,Never,Sometimes,Always,Never,Sometimes,Never,Never,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Always,Never,Never,Sometimes,False
688,Always,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,True
689,Always,Always,Never,Never,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always,Always,Never,Never,Never,Sometimes,Always,Sometimes,False
690,Never,Never,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,True
691,Never,Never,Always,Never,Sometimes,Never,Always,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Never,Never,False
692,Always,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Never,Never,Never,Never,Sometimes,Never,True
693,Never,Always,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Always,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,False
694,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Never,Sometimes,Never,Never,True
695,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,False
696,Sometimes,Always,Sometimes,Always,Always,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Never,Always,Sometimes,Always,Always,Never,True
697,Sometimes,Always,Never,Always,Always,Always,Never,Always,Always,Sometimes,Always,Never,Always,Always,Never,Sometimes,Always,Always,Sometimes,Always,False
698,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Always,Always,Sometimes,Always,Never,Never,Always,Never,Never,Sometimes,Never,True
699,Never,Always,Sometimes,Sometimes,Always,Always,Always,Always,Never,Never,Never,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Always,Always,False
700,Sometimes,Sometimes,Always,Always,Never,Always,Never,Always,Never,Never,Always,Never,Never,Never,Always,Never,Always,Always,Always,Always,True
701,Sometimes,Never,Never,Never,Sometimes,Always,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Always,Always,Never,Sometimes,Never,False
702,Sometimes,Sometimes,Always,Always,Never,Never,Never,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Always,Never,Never,Never,Sometimes,True
703,Never,Never,Never,Never,Never,Sometimes,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,False
704,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,True
705,Never,Always,Sometimes,Always,Never,Never,Sometimes,Never,Never,Never,Never,Always,Sometimes,Never,Never,Always,Always,Always,Never,Sometimes,False
706,Never,Sometimes,Always,Always,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,Always,Never,Never,Always,Sometimes,True
707,Always,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,False
708,Always,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,True
709,Sometimes,Always,Never,Always,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Never,Sometimes,Always,False
710,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Never,Never,Always,Sometimes,Always,Always,Always,Never,Always,Always,True
711,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Never,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,False
712,Always,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Always,Never,Always,True
713,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,Never,Always,Always,False
714,Sometimes,Sometimes,Never,Always,Always,Always,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Always,Never,Never,Sometimes,Always,Always,True
715,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Always,Always,Never,Never,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,False
716,Never,Always,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,True
717,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Always,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,False
718,Always,Always,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,True
719,Sometimes,Never,Never,Always,Sometimes,Never,Never,Sometimes,Never,Always,Never,Always,Sometimes,Always,Always,Never,Sometimes,Sometimes,Never,Never,False
720,Never,Always,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Never,Always,Always,Sometimes,Sometimes,Never,True
721,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,Sometimes,Always,False
722,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Always,Never,Always,Never,Always,Always,Sometimes,Never,Never,Never,True
723,Always,Sometimes,Sometimes,Never,Always,Always,Never,Always,Sometimes,Always,Never,Never,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,False
724,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Never,Always,Always,Always,Always,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,True
725,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Always,Always,Sometimes,Always,Never,Always,Always,Sometimes,Always,Always,Sometimes,Never,Always,False
726,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Never,Never,Never,Always,Sometimes,Sometimes,Never,True
727,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,False
728,Always,Never,Sometimes,Sometimes,Always,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Always,True
729,Always,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Never,Always,Never,False
730,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,True
731,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Never,Always,Always,Always,Always,Never,Never,Always,Never,False
732,Sometimes,Never,Always,Always,Never,Sometimes,Never,Never,Always,Never,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,True
733,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Sometimes,Always,Always,Never,Never,False
734,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,True
735,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,Never,Always,Never,Never,Always,Never,Never,Never,False
736,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,Never,Never,Always,Always,Sometimes,Always,Never,Sometimes,True
737,Always,Always,Never,Always,Always,Always,Never,Sometimes,Always,Never,Never,Never,Never,Sometimes,Always,Never,Never,Always,Sometimes,Never,False
738,Always,Always,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Always,True
739,Never,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,False
740,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Never,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,True
741,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Never,Always,Always,Sometimes,Never,Always,False
742,Never,Always,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,True
743,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Never,Sometimes,Always,Never,Never,Never,Always,Never,Sometimes,Sometimes,Never,Always,Never,False
744,Never,Always,Always,Always,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,True
745,Never,Sometimes,Never,Always,Always,Always,Never,Never,Always,Always,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,False
746,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Always,True
747,Never,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,False
748,Always,Always,Never,Always,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Always,Never,Sometimes,True
749,Always,Never,Always,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Never,Sometimes,False
750,Always,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Never,Always,Never,Sometimes,Never,True
751,Always,Sometimes,Always,Never,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,False
752,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Always,Always,Always,Sometimes,Never,True
753,Sometimes,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Never,Always,Sometimes,Never,Always,False
754,Never,Never,Always,Sometimes,Never,Never,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Always,Sometimes,True
755,Always,Sometimes,Never,Always,Always,Never,Never,Never,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Sometimes,Always,False
756,Always,Never,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Never,Always,Always,Never,Always,Never,Never,Never,Never,Never,True
757,Always,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,False
758,Sometimes,Sometimes,Always,Never,Never,Always,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,True
759,Sometimes,Sometimes,Always,Always,Never,Never,Never,Never,Sometimes,Sometimes,Always,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
760,Sometimes,Never,Never,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Never,Never,Sometimes,Never,Never,True
761,Always,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Never,Always,Always,Always,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Always,False
762,Sometimes,Always,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Always,Sometimes,Always,Always,Always,True
763,Always,Always,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,False
764,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Never,Never,Never,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,True
765,Never,Never,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Never,Never,Never,Never,Always,Never,False
766,Never,Never,Always,Always,Never,Sometimes,Always,Never,Sometimes,Always,Never,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,Always,Sometimes,True
767,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Never,Never,Always,Always,Never,Never,Never,Always,Always,False
768,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Never,Never,Always,Never,Never,Sometimes,Always,Sometimes,Always,Always,Never,Always,True
769,Always,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,Never,False
770,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Always,Always,Always,Always,Never,Always,True
771,Always,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Never,Always,Always,Never,Sometimes,Never,Always,Sometimes,Never,Sometimes,Always,Never,False
772,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,True
773,Never,Always,Never,Always,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Always,Always,False
774,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,True
775,Always,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Always,Never,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,False
776,Always,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Always,True
777,Sometimes,Never,Always,Sometimes,Always,Never,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,False
778,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Always,Never,Always,Always,Never,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,True
779,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Always,False
780,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Always,Always,Always,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,True
781,Always,Never,Never,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,False
782,Never,Always,Always,Always,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Never,Never,Never,Never,Sometimes,Always,Sometimes,Always,True
783,Always,Always,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Always,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,False
784,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Never,Always,Always,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,True
785,Always,Never,Always,Always,Always,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Always,Always,Always,Sometimes,Always,Always,Never,Never,False
786,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,True
787,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Never,Never,Always,Always,Always,Always,Never,Never,Always,False
788,Always,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Never,Never,Always,Never,Sometimes,Always,Always,True
789,Always,Always,Never,Always,Always,Never,Always,Always,Sometimes,Never,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,False
790,Never,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Always,Never,Always,Always,Always,Sometimes,Never,Never,Always,Always,Always,True
791,Sometimes,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Never,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,False
792,Never,Always,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Never,True
793,Sometimes,Sometimes,Never,Never,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,Always,Always,Sometimes,Never,Never,False
794,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Always,True
795,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,False
796,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Always,Never,Always,Never,Always,True
797,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,False
798,Never,Always,Sometimes,Never,Always,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,True
799,Sometimes,Always,Always,Never,Never,Always,Always,Always,Always,Never,Never,Sometimes,Always,Always,Never,Sometimes,Never,Always,Never,Sometimes,False
800,Always,Sometimes,Always,Sometimes,Never,Never,Always,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Always,Always,True
801,Always,Sometimes,Never,Never,Sometimes,Never,Never,Never,Always,Never,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,False
802,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,True
803,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Never,False
804,Always,Never,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,True
805,Never,Always,Never,Always,Always,Always,Never,Always,Never,Always,Always,Never,Never,Always,Never,Always,Always,Always,Never,Never,False
806,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Sometimes,Always,Never,Never,Always,Sometimes,Never,Sometimes,Always,True
807,Always,Sometimes,Never,Never,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Never,Always,Sometimes,Never,Never,False
808,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Never,Always,Always,Never,Never,Always,Always,True
809,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Always,Never,Never,Sometimes,False
810,Never,Never,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,True
811,Always,Sometimes,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Always,Always,Always,Always,Never,Always,Sometimes,Always,Sometimes,Never,False
812,Sometimes,Sometimes,Always,Never,Always,Always,Always,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Sometimes,Never,Sometimes,True
813,Always,Never,Always,Never,Always,Never,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Never,Never,Never,Always,Never,False
814,Sometimes,Never,Always,Always,Always,Never,Sometimes,Always,Always,Never,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,True
815,Always,Never,Never,Always,Always,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,False
816,Always,Never,Sometimes,Always,Always,Always,Sometimes,Never,Always,Never,Never,Sometimes,Never,Never,Always,Always,Never,Never,Always,Sometimes,True
817,Always,Never,Never,Always,Sometimes,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Never,Always,False
818,Never,Never,Always,Never,Always,Always,Sometimes,Never,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes,True
819,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,Never,Never,Always,Always,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Always,False
820,Never,Always,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Sometimes,Never,Never,True
821,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Never,False
822,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Never,Sometimes,Always,Sometimes,Never,Never,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,True
